# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003741.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003741.1.all.q/CM03_F_S_S5/counts.txt" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam" "/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_F_plus_R.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted_dedup_WO.bam	/tmp/13003741.1.all.q/CM03_F_S_S5/S5_sorted.bam
Tb927.6.4620	Tb927_06_v5.1	1292477	1292971	+	495	455	302	153	698
Tb927.6.4630	Tb927_06_v5.1	1293187	1294785	+	1599	748	437	311	1166
Tb927.6.4640	Tb927_06_v5.1	1295599	1298593	+	2995	1942	1340	602	6043
Tb927.6.4650	Tb927_06_v5.1	1298731	1300610	+	1880	1070	945	125	2591
Tb927.6.4660	Tb927_06_v5.1	1300738	1303044	+	2307	1293	840	453	2582
Tb927.6.4670	Tb927_06_v5.1	1302966	1304792	+	1827	69	65	4	587
Tb927.6.4680	Tb927_06_v5.1	1305050	1307247	+	2198	681	499	182	1151
Tb927.6.4690	Tb927_06_v5.1	1307384	1308049	+	666	21	19	2	25
Tb927.6.4700	Tb927_06_v5.1	1308780	1310397	+	1618	1401	1022	379	2410
Tb927.6.4710	Tb927_06_v5.1	1310551	1313433	+	2883	435	380	55	599
Tb927.6.4720	Tb927_06_v5.1	1313580	1314341	+	762	539	439	100	1122
Tb927.6.4730	Tb927_06_v5.1	1314993	1315661	+	669	144	105	39	242
Tb927.6.4740	Tb927_06_v5.1	1317529	1321063	+	3535	1894	1305	589	4095
Tb927.6.4750	Tb927_06_v5.1	1321495	1323647	+	2153	486	361	125	606
Tb927.6.4760	Tb927_06_v5.1	1324618	1327106	+	2489	1611	1264	347	3519
Tb927.6.4770	Tb927_06_v5.1	1327917	1330704	+	2788	96	91	5	493
Tb927.6.4780	Tb927_06_v5.1;Tb927_06_v5.1	1333320;1334013	1336144;1336144	+;+	2825	561	502	59	4183
Tb927.6.4790	Tb927_06_v5.1	1336545	1337384	+	840	356	309	47	1283
Tb927.6.4800	Tb927_06_v5.1	1337515	1339143	+	1629	533	419	114	1230
Tb927.6.4810	Tb927_06_v5.1	1339284	1340362	+	1079	602	488	114	1348
Tb927.6.4820	Tb927_06_v5.1	1340813	1341954	+	1142	178	137	41	187
Tb927.6.4830	Tb927_06_v5.1	1342089	1343696	+	1608	680	583	97	1025
Tb927.6.4840	Tb927_06_v5.1	1344492	1345787	+	1296	1402	1192	210	2674
Tb927.6.4850	Tb927_06_v5.1	1346598	1348550	+	1953	1307	1131	176	2933
Tb927.6.4860	Tb927_06_v5.1	1348704	1349999	+	1296	1193	991	202	2393
Tb927.6.4870	Tb927_06_v5.1	1350808	1352693	+	1886	1532	1307	225	3253
Tb927.6.4880	Tb927_06_v5.1	1352914	1354866	+	1953	1308	1117	191	2900
Tb927.6.4890	Tb927_06_v5.1	1355020	1356905	+	1886	1506	1289	217	3301
Tb927.6.4900	Tb927_06_v5.1	1357125	1359008	+	1884	1754	1467	287	4584
Tb927.6.4910	Tb927_06_v5.1	1359229	1361112	+	1884	1518	1261	257	3044
Tb927.6.4920	Tb927_06_v5.1	1361333	1362628	+	1296	1250	1043	207	2402
Tb927.6.4930	Tb927_06_v5.1;Tb927_06_v5.1	1362900;1362948	1363672;1363672	+;+	773	545	501	44	879
Tb927.6.4940	Tb927_06_v5.1	1363770	1365229	+	1460	702	402	300	787
Tb927.6.4950	Tb927_06_v5.1	1365362	1366051	+	690	878	646	232	1724
Tb927.6.4960	Tb927_06_v5.1	1366175	1366973	+	799	279	208	71	329
Tb927.6.4970	Tb927_06_v5.1	1367387	1370104	+	2718	1552	1190	362	8530
Tb927.6.4980	Tb927_06_v5.1	1370227	1370758	+	532	65	65	0	198
Tb927.6.4990	Tb927_06_v5.1	1370960	1371706	+	747	198	138	60	212
Tb927.6.5000	Tb927_06_v5.1	1371948	1373470	+	1523	1579	1190	389	5870
Tb927.6.5010	Tb927_06_v5.1	1373730	1375737	+	2008	994	905	89	1743
Tb927.6.5020	Tb927_06_v5.1	1375206	1378168	+	2963	79	60	19	337
Tb927.6.5030	Tb927_06_v5.1	1378614	1380308	+	1695	87	76	11	615
Tb927.6.5040	Tb927_06_v5.1	1380695	1381564	+	870	219	166	53	306
Tb927.6.5050	Tb927_06_v5.1	1381779	1382829	+	1051	645	551	94	1996
Tb927.6.5060	Tb927_06_v5.1	1383074	1383587	+	514	109	108	1	1351
Tb927.6.5070	Tb927_06_v5.1	1383915	1385898	+	1984	162	152	10	566
Tb927.6.5080	Tb927_06_v5.1	1386177	1388705	+	2529	420	272	148	1086
Tb927.6.5090	Tb927_06_v5.1	1389475	1393309	+	3835	2294	1948	346	7924
Tb927.6.5095	Tb927_06_v5.1	1393434	1394010	+	577	42	31	11	45
Tb927.6.5100	Tb927_06_v5.1	1394206	1397433	+	3228	1629	1221	408	4924
Tb927.6.5110	Tb927_06_v5.1	1397613	1401729	+	4117	3722	2601	1121	7812
Tb927.6.5120	Tb927_06_v5.1	1401831	1402226	+	396	147	66	81	346
Tb927.6.5130	Tb927_06_v5.1	1402431	1402856	+	426	311	185	126	1679
Tb927.6.5140	Tb927_06_v5.1	1403027	1404505	+	1479	1268	655	613	6107
Tb927.6.5150	Tb927_06_v5.1	1404662	1414192	+	9531	4112	3193	919	12409
Tb927.6.5160	Tb927_06_v5.1	1413781	1426421	+	12641	9109	7057	2052	19317
Tb927.6.5170	Tb927_06_v5.1	1426663	1427723	+	1061	939	576	363	1141
Tb927.6.5180	Tb927_06_v5.1	1433349	1435007	+	1659	1691	1080	611	2860
Tb927.6.5190	Tb927_06_v5.1	1435617	1438173	+	2557	2139	1506	633	3114
Tb927.6.5200	Tb927_06_v5.1	1438572	1439537	+	966	740	461	279	2567
Tb927.6.5210	Tb927_06_v5.1	1442501	1445879	-	3379	2190	1782	408	4810
Tb927.6.5220	Tb927_06_v5.1	1447145	1447360	-	216	201	187	14	278
Tb927.6.5230	Tb927_06_v5.1	1448010	1449533	-	1524	243	169	74	539
Tb927.6.5240	Tb927_06_v5.1	1451185	1452674	-	1490	1418	1174	244	3490
Tb927.6.5250	Tb927_06_v5.1	1454309	1454681	-	373	331	268	63	487
Tb927.6.5260	Tb927_06_v5.1	1455529	1456914	-	1386	18	3	15	21
Tb927.6.5270	Tb927_06_v5.1	1457223	1458246	-	1024	56	46	10	952
Tb927.6.5280	Tb927_06_v5.1	1459001	1460601	-	1601	469	337	132	577
Tb927.6.5290	Tb927_06_v5.1	1462547	1463967	-	1421	10	7	3	110
Tb927.6.5300	Tb927_06_v5.1	1464297	1466018	-	1722	177	169	8	248
Tb927.6.5310	Tb927_06_v5.1	1466031	1467154	-	1124	467	377	90	1153
Tb927.6.5320	Tb927_06_v5.1	1468436	1469631	-	1196	847	565	282	1397
Tb927.6.5330	Tb927_06_v5.1	1471524	1473031	-	1508	56	46	10	282
Tb927.6.5350	Tb927_06_v5.1	1475188	1477176	-	1989	65	49	16	810
Tb927.6.5360	Tb927_06_v5.1	1477743	1478378	-	636	539	465	74	1497
Tb927.6.5370	Tb927_06_v5.1	1480781	1488237	-	7457	3407	2613	794	7282
Tb927.6.5380	Tb927_06_v5.1	1490579	1491210	-	632	179	133	46	670
Tb927.6.5390	Tb927_06_v5.1	1493022	1494614	-	1593	579	508	71	823
Tb927.6.5400	Tb927_06_v5.1	1494811	1495792	-	982	494	405	89	817
Tb927.6.5410	Tb927_06_v5.1	1496827	1498322	-	1496	238	221	17	1105
Tb927.6.5420	Tb927_06_v5.1	1499650	1501287	-	1638	727	599	128	1277
Tb927.6.5430	Tb927_06_v5.1	1502980	1504446	-	1467	582	389	193	1104
Tb927.6.5440	Tb927_06_v5.1	1505438	1506925	-	1488	6	3	3	62
Tb927.6.5450	Tb927_06_v5.1	1509044	1510516	-	1473	806	637	169	1684
Tb927.6.5460	Tb927_06_v5.1	1511908	1513160	-	1253	36	24	12	37
Tb927.6.5470	Tb927_06_v5.1	1514870	1520308	-	5439	2060	1673	387	4984
Tb927.6.5480	Tb927_06_v5.1	1522493	1523905	-	1413	332	308	24	599
Tb927.6.5490	Tb927_06_v5.1	1524124	1525221	-	1098	492	371	121	1151
Tb927.6.5500	Tb927_06_v5.1	1526394	1527878	-	1485	401	368	33	673
Tb927.6.5510	Tb927_06_v5.1	1528102	1529187	-	1086	109	90	19	548
Tb927.6.5520	Tb927_06_v5.1	1530349	1531843	-	1495	422	342	80	1238
Tb927.6.5530	Tb927_06_v5.1	1533041	1534610	-	1570	271	171	100	1267
Tb927.6.5540	Tb927_06_v5.1	1535531	1537172	-	1642	355	208	147	1107
Tb927.6.5550	Tb927_06_v5.1	1539037	1540536	-	1500	237	181	56	331
Tb927.6.5560	Tb927_06_v5.1	1541527	1543015	-	1489	1577	838	739	2887
Tb927.6.5570	Tb927_06_v5.1	1545265	1549108	-	3844	2162	1780	382	4630
Tb927.6.5580	Tb927_06_v5.1	1551602	1552224	-	623	571	461	110	994
Tb927.6.5590	Tb927_06_v5.1	1553302	1554901	-	1600	500	413	87	939
Tb927.6.5600	Tb927_06_v5.1	1557002	1558562	-	1561	44	43	1	49
Tb927.6.5610	Tb927_06_v5.1	1559108	1562138	-	3031	336	286	50	1352
Tb927.6.5620	Tb927_06_v5.1	1563723	1565211	-	1489	34	19	15	34
Tb927.6.5630	Tb927_06_v5.1	1566319	1567839	-	1521	53	44	9	345
Tb927.6.5640	Tb927_06_v5.1	1568854	1570346	-	1493	166	151	15	197
Tb927.6.5650	Tb927_06_v5.1	1572981	1574560	-	1580	468	315	153	660
Tb927.6.5660	Tb927_06_v5.1	1576195	1577732	-	1538	268	230	38	1103
Tb927.6.5670	Tb927_06_v5.1	1579238	1581078	-	1841	508	461	47	972
Tb927.6.5680	Tb927_06_v5.1	1581624	1582375	-	752	1	1	0	1
Tb927.6.5690	Tb927_06_v5.1	1583761	1584174	-	414	12	12	0	303
Tb927.6.5700	Tb927_06_v5.1	1586589	1586972	-	384	11	7	4	18
Tb927.6.5710	Tb927_06_v5.1	1587573	1589097	-	1525	136	111	25	1247
Tb927.6.5720	Tb927_06_v5.1	1589277	1590107	-	831	33	23	10	35
Tb927.6.5730	Tb927_06_v5.1	1591053	1592530	-	1478	402	186	216	572
Tb927.6.5740	Tb927_06_v5.1	1594443	1595975	-	1533	213	143	70	326
Tb927.6.5750	Tb927_06_v5.1	1596848	1597507	-	660	12	9	3	13
Tb927.6.5760	Tb927_06_v5.1	1599603	1601179	-	1577	468	440	28	930
Tb927.6.5770	Tb927_06_v5.1	1601461	1602456	-	996	119	109	10	464
Tb927.6.5780	Tb927_06_v5.1	1603494	1605002	-	1509	366	196	170	959
Tb927.6.5790	Tb927_06_v5.1	1607470	1608983	-	1514	494	399	95	1140
Tb927.6.5800	Tb927_06_v5.1	1610263	1610565	-	303	112	111	1	153
Tb927.6.5810	Tb927_06_v5.1	1610845	1612053	+	1209	0	0	0	0
Tb927.6.5820	Tb927_06_v5.1	1612058	1613172	-	1115	1	1	0	1
Tb927.6.5830	Tb927_06_v5.1	1614636	1616066	-	1431	37	26	11	38
Tb927.3.100	Tb927_03_v5.1	27	1183	+	1157	184	153	31	957
Tb927.3.110	Tb927_03_v5.1	1251	2402	+	1152	499	449	50	1917
Tb927.3.120	Tb927_03_v5.1	2458	4221	+	1764	915	599	316	1759
Tb927.3.130	Tb927_03_v5.1	5468	5881	+	414	491	405	86	813
Tb927.3.140	Tb927_03_v5.1	6998	8472	+	1475	184	158	26	465
Tb927.3.150	Tb927_03_v5.1	10161	11765	+	1605	212	179	33	667
Tb927.3.160	Tb927_03_v5.1	12861	13874	+	1014	299	271	28	616
Tb927.3.170	Tb927_03_v5.1	14316	15879	+	1564	2	2	0	3
Tb927.3.180	Tb927_03_v5.1	17916	19466	+	1551	1010	728	282	1536
Tb927.3.190	Tb927_03_v5.1	21524	23056	+	1533	632	512	120	827
Tb927.3.200	Tb927_03_v5.1	23761	24077	+	317	92	81	11	120
Tb927.3.210	Tb927_03_v5.1	24407	32719	+	8313	2583	1988	595	6882
Tb927.3.220	Tb927_03_v5.1	34487	35713	+	1227	538	339	199	619
Tb927.3.230	Tb927_03_v5.1	37496	38952	+	1457	343	290	53	1141
Tb927.3.240	Tb927_03_v5.1	40291	41801	+	1511	371	298	73	1924
Tb927.3.250	Tb927_03_v5.1	42899	43863	+	965	94	76	18	149
Tb927.3.260	Tb927_03_v5.1	44118	45091	+	974	317	250	67	565
Tb927.3.270	Tb927_03_v5.1	45650	47126	+	1477	219	193	26	418
Tb927.3.280	Tb927_03_v5.1	49532	51098	+	1567	649	566	83	1175
Tb927.3.290	Tb927_03_v5.1	51868	52860	+	993	370	326	44	960
Tb927.3.300	Tb927_03_v5.1	53015	54617	+	1603	426	270	156	663
Tb927.3.310	Tb927_03_v5.1	56056	57631	+	1576	608	528	80	1208
Tb927.3.320	Tb927_03_v5.1	58910	60421	+	1512	452	328	124	560
Tb927.3.330	Tb927_03_v5.1	62229	63688	+	1460	615	516	99	1167
Tb927.3.340	Tb927_03_v5.1	65865	67445	+	1581	196	180	16	246
Tb927.3.350	Tb927_03_v5.1	69280	72546	+	3267	1095	775	320	2108
Tb927.3.360	Tb927_03_v5.1	72974	74506	+	1533	126	62	64	165
Tb927.3.370	Tb927_03_v5.1	76227	77962	+	1736	22	15	7	25
Tb927.3.380	Tb927_03_v5.1	78807	79421	+	615	10	3	7	10
Tb927.3.390	Tb927_03_v5.1	80676	82214	+	1539	180	156	24	597
Tb927.3.400	Tb927_03_v5.1	84061	85595	+	1535	419	374	45	1235
Tb927.3.410	Tb927_03_v5.1	87860	89384	+	1525	267	239	28	564
Tb927.3.420	Tb927_03_v5.1	90838	92413	+	1576	249	232	17	2714
Tb927.3.430	Tb927_03_v5.1	94159	94786	+	628	146	102	44	157
Tb927.3.440	Tb927_03_v5.1	95058	96632	+	1575	1177	846	331	4861
Tb927.3.450	Tb927_03_v5.1	97480	98052	+	573	208	197	11	366
Tb927.3.460	Tb927_03_v5.1	98736	99841	+	1106	740	566	174	1440
Tb927.3.470	Tb927_03_v5.1	99974	101521	+	1548	708	538	170	3708
Tb927.3.480	Tb927_03_v5.1	102535	104152	+	1618	359	307	52	684
Tb927.3.490	Tb927_03_v5.1	105461	106990	+	1530	279	196	83	304
Tb927.3.500	Tb927_03_v5.1	108301	111728	+	3428	255	201	54	2006
Tb927.3.510	Tb927_03_v5.1	111962	115422	+	3461	1620	1237	383	2876
Tb927.3.520	Tb927_03_v5.1	116511	117514	-	1004	423	383	40	3600
Tb927.3.530	Tb927_03_v5.1	117548	118584	-	1037	365	320	45	736
Tb927.3.540	Tb927_03_v5.1	118749	118928	-	180	44	39	5	46
Tb927.3.550	Tb927_03_v5.1	119582	120565	-	984	265	193	72	383
Tb927.3.560	Tb927_03_v5.1	120686	121796	-	1111	187	156	31	322
Tb927.3.570	Tb927_03_v5.1	121971	126087	-	4117	1370	1033	337	2612
Tb927.3.580	Tb927_03_v5.1;Tb927_03_v5.1	126588;126588	128725;132470	-;-	5883	6537	4934	1603	16768
Tb927.3.585	Tb927_03_v5.1	132747	133153	-	407	693	390	303	1091
Tb927.3.590	Tb927_03_v5.1	147064	148503	+	1440	282	245	37	3035
Tb927.3.600	Tb927_03_v5.1	149271	153240	-	3970	1894	1476	418	4310
Tb927.3.610	Tb927_03_v5.1	156134	156719	-	586	280	258	22	924
Tb927.3.620	Tb927_03_v5.1	156847	159552	-	2706	1107	872	235	4025
Tb927.3.630	Tb927_03_v5.1	159729	160235	-	507	300	258	42	3423
Tb927.3.640	Tb927_03_v5.1	160377	161414	-	1038	765	481	284	966
Tb927.3.650	Tb927_03_v5.1	161532	162003	-	472	86	76	10	122
Tb927.3.660	Tb927_03_v5.1	162237	163455	-	1219	166	150	16	304
Tb927.3.670	Tb927_03_v5.1	163700	165162	-	1463	111	54	57	120
Tb927.3.680	Tb927_03_v5.1	165709	168444	-	2736	489	401	88	816
Tb927.3.690	Tb927_03_v5.1	168318	171009	-	2692	194	167	27	1015
Tb927.3.700	Tb927_03_v5.1	171635	171971	-	337	17	17	0	18
Tb927.3.710	Tb927_03_v5.1	172235	175339	-	3105	792	674	118	1686
Tb927.3.720	Tb927_03_v5.1	176506	177482	-	977	318	280	38	1045
Tb927.3.730	Tb927_03_v5.1	177312	179131	-	1820	786	600	186	1979
Tb927.3.740	Tb927_03_v5.1	180970	182057	-	1088	91	78	13	911
Tb927.3.750	Tb927_03_v5.1	181871	183449	-	1579	595	499	96	1223
Tb927.3.760	Tb927_03_v5.1	183811	185490	-	1680	1181	948	233	2758
Tb927.3.770	Tb927_03_v5.1	185626	186488	-	863	128	113	15	247
Tb927.3.780	Tb927_03_v5.1	187245	188055	-	811	152	137	15	334
Tb927.3.790	Tb927_03_v5.1	188200	189339	-	1140	242	155	87	913
Tb927.3.800	Tb927_03_v5.1	189558	191349	-	1792	497	393	104	1733
Tb927.3.810	Tb927_03_v5.1	191584	192679	-	1096	649	323	326	845
Tb927.3.820	Tb927_03_v5.1	192821	193468	-	648	415	295	120	509
Tb927.3.830	Tb927_03_v5.1	193729	194942	-	1214	865	728	137	1284
Tb927.3.840	Tb927_03_v5.1	195057	196587	-	1531	845	726	119	1196
Tb927.3.850	Tb927_03_v5.1	198108	201065	-	2958	1108	774	334	2807
Tb927.3.860	Tb927_03_v5.1	201175	201908	-	734	111	91	20	128
Tb927.3.870	Tb927_03_v5.1	206155	207529	+	1375	285	246	39	1232
Tb927.3.880	Tb927_03_v5.1	207804	208563	+	760	271	232	39	787
Tb927.3.890	Tb927_03_v5.1	208766	209708	+	943	681	450	231	1189
Tb927.3.900	Tb927_03_v5.1	209858	211025	+	1168	170	111	59	305
Tb927.3.910	Tb927_03_v5.1	211151	212683	+	1533	881	811	70	2219
Tb927.3.920	Tb927_03_v5.1	213261	216961	+	3701	2860	2116	744	7977
Tb927.3.930	Tb927_03_v5.1	217061	232068	+	15008	237	211	26	1155
Tb927.3.940	Tb927_03_v5.1	231840	232851	+	1012	676	521	155	807
Tb927.3.945	Tb927_03_v5.1	232991	234492	+	1502	394	324	70	771
Tb927.3.950	Tb927_03_v5.1	234877	237757	+	2881	3513	2009	1504	7454
Tb927.3.960	Tb927_03_v5.1	237656	238496	+	841	231	222	9	619
Tb927.3.970	Tb927_03_v5.1	238813	240226	+	1414	294	248	46	364
Tb927.3.980	Tb927_03_v5.1	240358	242646	+	2289	765	543	222	14288
Tb927.3.990	Tb927_03_v5.1	243207	245316	+	2110	1614	1371	243	3723
Tb927.3.1000	Tb927_03_v5.1	245482	246148	+	667	264	247	17	599
Tb927.3.1010	Tb927_03_v5.1	246717	249385	+	2669	626	541	85	4346
Tb927.3.1020	Tb927_03_v5.1	250863	252492	+	1630	4	0	4	4
Tb927.3.1030	Tb927_03_v5.1	253111	254890	+	1780	314	264	50	1111
Tb927.3.1060	Tb927_03_v5.1	259855	263532	+	3678	1015	802	213	2080
Tb927.3.1050	Tb927_03_v5.1	261163	262371	+	1209	0	0	0	0
Tb927.3.1070	Tb927_03_v5.1	263815	265161	+	1347	810	563	247	2288
Tb927.3.1080	Tb927_03_v5.1	265291	266383	+	1093	1577	1116	461	3304
Tb927.3.1085	Tb927_03_v5.1	266523	267203	+	681	108	90	18	236
Tb927.3.1090	Tb927_03_v5.1	267363	268841	+	1479	1124	768	356	2067
Tb927.3.1100	Tb927_03_v5.1	268941	270153	+	1213	422	297	125	563
Tb927.3.1110	Tb927_03_v5.1	270600	273554	+	2955	363	258	105	1368
Tb927.3.1120	Tb927_03_v5.1	273335	274386	+	1052	1	0	1	1
Tb927.3.1130	Tb927_03_v5.1	275749	277813	+	2065	359	291	68	1089
Tb927.3.1140	Tb927_03_v5.1	278070	279804	+	1735	852	735	117	1564
Tb927.3.1150	Tb927_03_v5.1	279969	280820	+	852	503	360	143	1023
Tb927.3.1160	Tb927_03_v5.1	281187	282109	+	923	191	135	56	298
Tb927.3.1170	Tb927_03_v5.1	282350	283598	+	1249	477	370	107	2299
Tb927.3.1180	Tb927_03_v5.1	284386	287722	+	3337	899	520	379	1221
Tb927.3.1190	Tb927_03_v5.1	287854	295302	+	7449	2317	1794	523	4174
Tb927.3.1200	Tb927_03_v5.1;Tb927_03_v5.1	295449;296864	299602;299602	+;+	4154	2125	1735	390	4505
Tb927.3.1210	Tb927_03_v5.1	299844	303697	+	3854	736	448	288	1962
Tb927.3.1220	Tb927_03_v5.1	304021	306138	+	2118	124	84	40	417
Tb927.3.1230	Tb927_03_v5.1	306258	309165	+	2908	3293	2161	1132	6842
Tb927.3.1240	Tb927_03_v5.1	309393	310453	+	1061	7	4	3	42
Tb927.3.1250	Tb927_03_v5.1	311302	312114	+	813	186	147	39	664
Tb927.3.1260	Tb927_03_v5.1	312251	312852	+	602	274	240	34	517
Tb927.3.1270	Tb927_03_v5.1	313144	315082	+	1939	636	538	98	2289
Tb927.3.1280	Tb927_03_v5.1	315192	316662	+	1471	879	788	91	2608
Tb927.3.1290	Tb927_03_v5.1	317030	320311	+	3282	436	407	29	2672
Tb927.3.1300	Tb927_03_v5.1	320460	323088	+	2629	1305	1060	245	3263
Tb927.3.1310	Tb927_03_v5.1;Tb927_03_v5.1	323216;323467	327123;327123	+;+	3908	1900	1367	533	3113
Tb927.3.1320	Tb927_03_v5.1	327406	330879	+	3474	2113	1719	394	3230
Tb927.3.1330	Tb927_03_v5.1	331236	335738	+	4503	1137	887	250	5033
Tb927.3.1340	Tb927_03_v5.1	335897	337895	+	1999	1398	998	400	2122
Tb927.3.1350	Tb927_03_v5.1	338139	341161	+	3023	506	459	47	1124
Tb927.3.1360	Tb927_03_v5.1	341304	343335	+	2032	332	216	116	684
Tb927.3.1370	Tb927_03_v5.1	343599	344181	+	583	66	64	2	85
Tb927.3.1380	Tb927_03_v5.1	344355	347117	+	2763	584	533	51	3559
Tb927.3.1390	Tb927_03_v5.1	347223	349483	+	2261	579	450	129	1271
Tb927.3.1400	Tb927_03_v5.1	349867	351680	+	1814	1516	1005	511	4515
Tb927.3.1410	Tb927_03_v5.1	352754	353633	+	880	168	102	66	251
Tb927.3.1420	Tb927_03_v5.1	353744	364947	+	11204	5265	3869	1396	12622
Tb927.3.1430	Tb927_03_v5.1	365058	366736	+	1679	428	207	221	2884
Tb927.3.1440	Tb927_03_v5.1	366880	369911	+	3032	1309	1015	294	3183
Tb927.3.1450	Tb927_03_v5.1	370027	371329	+	1303	969	764	205	9879
Tb927.3.1460	Tb927_03_v5.1	372935	373981	+	1047	473	340	133	3699
Tb927.3.1470	Tb927_03_v5.1	374515	375629	+	1115	731	621	110	2141
Tb927.3.1480	Tb927_03_v5.1	379382	380307	+	926	424	354	70	530
Tb927.3.1490	Tb927_03_v5.1	381448	387810	+	6363	2397	2113	284	7331
Tb927.3.1500	Tb927_03_v5.1	388094	389227	-	1134	662	572	90	1318
Tb927.3.1510	Tb927_03_v5.1	393867	395296	-	1430	650	564	86	1722
Tb927.3.1520	Tb927_03_v5.1	396343	397457	-	1115	731	642	89	2175
Tb927.3.1525	Tb927_03_v5.1	398622	399045	-	424	85	66	19	2712
Tb927.3.1530	Tb927_03_v5.1	399670	401365	-	1696	999	807	192	2740
Tb927.3.1540	Tb927_03_v5.1	401481	403335	-	1855	335	262	73	474
Tb927.3.1550	Tb927_03_v5.1	402771	407043	-	4273	1146	806	340	3125
Tb927.3.1560	Tb927_03_v5.1	407164	409440	-	2277	312	282	30	676
Tb927.3.1570	Tb927_03_v5.1	409345	412681	-	3337	1938	1461	477	14361
Tb927.3.1580	Tb927_03_v5.1	412885	414608	-	1724	618	537	81	2363
Tb927.3.1590	Tb927_03_v5.1	415240	417301	-	2062	1233	959	274	5331
Tb927.3.1600	Tb927_03_v5.1	417775	418332	-	558	197	169	28	1607
Tb927.3.1610	Tb927_03_v5.1	419800	422046	-	2247	1259	1110	149	6159
Tb927.3.1620	Tb927_03_v5.1	423166	428105	-	4940	2499	1876	623	5308
Tb927.3.1630	Tb927_03_v5.1	428454	433034	-	4581	1063	874	189	2506
Tb927.3.1640	Tb927_03_v5.1	434405	434896	-	492	9	3	6	9
Tb927.3.1650	Tb927_03_v5.1	435507	436034	-	528	52	31	21	82
Tb927.3.1660	Tb927_03_v5.1	436051	438731	-	2681	1312	1079	233	6885
Tb927.3.1670	Tb927_03_v5.1	439329	442671	-	3343	1657	1317	340	2649
Tb927.3.1680	Tb927_03_v5.1	442967	444658	-	1692	173	129	44	1129
Tb927.3.1690	Tb927_03_v5.1	445257	446001	-	745	176	131	45	948
Tb927.3.1700	Tb927_03_v5.1	446049	448336	-	2288	728	622	106	2328
Tb927.3.1710	Tb927_03_v5.1	448615	449807	-	1193	1044	834	210	5025
Tb927.3.1720	Tb927_03_v5.1	450752	451873	-	1122	1	1	0	2
Tb927.3.1730	Tb927_03_v5.1	451668	453139	-	1472	1637	1221	416	3348
Tb927.3.1740	Tb927_03_v5.1	453791	456014	-	2224	46	35	11	60
Tb927.3.1750	Tb927_03_v5.1	456208	457114	-	907	933	711	222	1685
Tb927.3.1760	Tb927_03_v5.1	457291	458329	-	1039	693	612	81	1078
Tb927.3.1770	Tb927_03_v5.1	458765	461733	-	2969	1045	753	292	1827
Tb927.3.1780	Tb927_03_v5.1	461872	462669	-	798	271	222	49	360
Tb927.3.1790	Tb927_03_v5.1	462844	465285	-	2442	555	382	173	2327
Tb927.3.1800	Tb927_03_v5.1	465205	470148	-	4944	1021	644	377	3252
Tb927.3.1810	Tb927_03_v5.1	470285	471813	-	1529	365	238	127	472
Tb927.3.1820	Tb927_03_v5.1	471969	474256	-	2288	1790	1090	700	2424
Tb927.3.1830	Tb927_03_v5.1	474527	476028	-	1502	146	90	56	165
Tb927.3.1840	Tb927_03_v5.1	477766	479137	-	1372	210	154	56	328
Tb927.3.1850	Tb927_03_v5.1	480261	482206	-	1946	758	614	144	940
Tb927.3.1860	Tb927_03_v5.1	483401	486261	-	2861	2771	1933	838	17870
Tb927.3.1870	Tb927_03_v5.1;Tb927_03_v5.1	486395;486395	487951;488138	-;-	1744	376	329	47	1882
Tb927.3.1880	Tb927_03_v5.1	488289	490601	-	2313	622	392	230	927
Tb927.3.1890	Tb927_03_v5.1	490837	492278	-	1442	542	411	131	720
Tb927.3.1900	Tb927_03_v5.1	493734	496337	-	2604	913	576	337	2387
Tb927.3.1891	Tb927_03_v5.1	494224	494301	-	78	0	0	0	0
Tb927.3.1892	Tb927_03_v5.1	494356	494433	-	78	0	0	0	0
Tb927.3.1893	Tb927_03_v5.1	494488	494539	-	52	0	0	0	0
Tb927.3.1894	Tb927_03_v5.1	494596	494673	-	78	0	0	0	0
Tb927.3.1895	Tb927_03_v5.1	494728	494805	-	78	0	0	0	0
Tb927.3.1896	Tb927_03_v5.1	494860	494965	-	106	0	0	0	0
Tb927.3.1905	Tb927_03_v5.1	495034	495139	-	106	0	0	0	0
Tb927.3.1910	Tb927_03_v5.1	497029	503599	-	6571	1364	1093	271	4786
Tb3.NT.21	Tb927_03_v5.1	503720	504365	-	646	92	84	8	766
Tb927.3.1920	Tb927_03_v5.1	505033	507794	-	2762	1234	844	390	2502
