# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003739.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/counts.txt" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam" "/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_F_plus_R.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted_dedup_WO.bam	/tmp/13003739.1.all.q/CM03_H_GG2M_S7/S7_sorted.bam
Tb11.v5.0785	Tb927_11_bin_v5.1	4103917	4109268	+	5352	712	562	150	1405
Tb11.v5.0786	Tb927_11_bin_v5.1	4110623	4111807	+	1185	9	4	5	9
Tb11.v5.0787	Tb927_11_bin_v5.1	4112081	4113187	+	1107	260	230	30	404
Tb11.v5.0788	Tb927_11_bin_v5.1	4114178	4115071	+	894	379	291	88	519
Tb11.v5.0789	Tb927_11_bin_v5.1	4115191	4116492	+	1302	368	250	118	915
Tb11.v5.0790	Tb927_11_bin_v5.1	4117309	4118384	-	1076	188	181	7	641
Tb11.v5.0791	Tb927_11_bin_v5.1	4118414	4120663	-	2250	166	119	47	187
Tb11.v5.0792	Tb927_11_bin_v5.1	4127453	4137369	-	9917	1656	1247	409	3458
Tb11.v5.0793	Tb927_11_bin_v5.1	4131870	4141354	+	9485	265	213	52	645
Tb11.v5.0794	Tb927_11_bin_v5.1	4143423	4144205	+	783	370	282	88	428
Tb11.v5.0795	Tb927_11_bin_v5.1	4144715	4146463	+	1749	578	447	131	949
Tb11.v5.0796	Tb927_11_bin_v5.1	4148491	4149374	+	884	232	160	72	274
Tb11.v5.0797	Tb927_11_bin_v5.1	4149528	4153252	+	3725	1156	1005	151	3149
Tb11.v5.0798	Tb927_11_bin_v5.1	4153585	4155201	+	1617	380	317	63	773
Tb11.v5.0799	Tb927_11_bin_v5.1	4155475	4156206	+	732	11	2	9	11
Tb11.v5.0800	Tb927_11_bin_v5.1	4156333	4163212	+	6880	2828	2167	661	8396
Tb11.v5.0801	Tb927_11_bin_v5.1	4163722	4163997	+	276	12	3	9	64
Tb11.v5.0802	Tb927_11_bin_v5.1	4165527	4175370	+	9844	1454	1118	336	4745
Tb11.v5.0803	Tb927_11_bin_v5.1	4178046	4179935	+	1890	126	122	4	512
Tb11.v5.0804	Tb927_11_bin_v5.1	4182426	4182698	+	273	509	423	86	3886
Tb11.v5.0805	Tb927_11_bin_v5.1	4183520	4195149	+	11630	734	637	97	1646
Tb11.v5.0806	Tb927_11_bin_v5.1	4187164	4200693	+	13530	821	614	207	2423
Tb11.v5.0807	Tb927_11_bin_v5.1	4205384	4207182	+	1799	327	287	40	905
Tb11.v5.0808	Tb927_11_bin_v5.1	4207229	4210890	-	3662	362	293	69	779
Tb11.v5.0809	Tb927_11_bin_v5.1	4211041	4218247	-	7207	2711	2240	471	5672
Tb11.v5.0810	Tb927_11_bin_v5.1	4218574	4222231	-	3658	466	406	60	650
Tb11.v5.0811	Tb927_11_bin_v5.1	4221440	4226768	-	5329	310	247	63	414
Tb11.v5.0812	Tb927_11_bin_v5.1	4227005	4233995	+	6991	638	465	173	2743
Tb11.v5.0813	Tb927_11_bin_v5.1	4228567	4238437	+	9871	73	66	7	87
Tb11.v5.0814	Tb927_11_bin_v5.1	4238508	4239743	+	1236	81	51	30	91
Tb11.v5.0815	Tb927_11_bin_v5.1	4241130	4256484	-	15355	1867	1392	475	3185
Tb11.v5.0816	Tb927_11_bin_v5.1	4248739	4258239	-	9501	668	503	165	1239
Tb11.v5.0817	Tb927_11_bin_v5.1	4259786	4270650	-	10865	2370	2005	365	5443
Tb11.v5.0818	Tb927_11_bin_v5.1	4273222	4274402	-	1181	142	126	16	164
Tb11.v5.0819	Tb927_11_bin_v5.1	4274569	4279988	-	5420	929	748	181	1436
Tb11.v5.0820	Tb927_11_bin_v5.1	4278107	4291504	-	13398	4794	3364	1430	8543
Tb11.v5.0821	Tb927_11_bin_v5.1	4292107	4293498	-	1392	611	568	43	1543
Tb11.v5.0822	Tb927_11_bin_v5.1	4293521	4295115	-	1595	651	467	184	1418
Tb11.v5.0823	Tb927_11_bin_v5.1	4297271	4304258	+	6988	2954	2414	540	4999
Tb11.v5.0824	Tb927_11_bin_v5.1	4302111	4307326	+	5216	836	571	265	1451
Tb11.v5.0825	Tb927_11_bin_v5.1	4307467	4313080	+	5614	1709	1282	427	2508
Tb11.v5.0826	Tb927_11_bin_v5.1	4315785	4317257	+	1473	697	584	113	897
Tb11.v5.0827	Tb927_11_bin_v5.1	4319434	4321464	-	2031	49	46	3	324
Tb11.v5.0828	Tb927_11_bin_v5.1	4321521	4322470	-	950	288	205	83	355
Tb11.v5.0829	Tb927_11_bin_v5.1	4327199	4331105	+	3907	345	280	65	577
Tb11.v5.0830	Tb927_11_bin_v5.1	4337887	4340768	+	2882	1089	911	178	2242
Tb11.v5.0831	Tb927_11_bin_v5.1	4341159	4345642	-	4484	1010	875	135	1639
Tb11.v5.0832	Tb927_11_bin_v5.1	4345797	4346931	-	1135	579	456	123	990
Tb11.v5.0833	Tb927_11_bin_v5.1	4347816	4351833	+	4018	687	594	93	2056
Tb11.v5.0834	Tb927_11_bin_v5.1	4351965	4353327	+	1363	129	113	16	576
Tb11.v5.0835	Tb927_11_bin_v5.1	4357716	4359368	-	1653	608	432	176	763
Tb11.v5.0836	Tb927_11_bin_v5.1	4366366	4367763	+	1398	118	90	28	2060
Tb11.v5.0837	Tb927_11_bin_v5.1	4368407	4375554	+	7148	1456	1221	235	3214
Tb11.v5.0838	Tb927_11_bin_v5.1	4375528	4389299	-	13772	3754	2983	771	6738
Tb11.v5.0839	Tb927_11_bin_v5.1	4386994	4390306	+	3313	757	521	236	1031
Tb11.v5.0840	Tb927_11_bin_v5.1	4391050	4393986	+	2937	513	431	82	887
Tb11.v5.0841	Tb927_11_bin_v5.1	4394167	4400052	+	5886	295	249	46	565
Tb11.v5.0842	Tb927_11_bin_v5.1	4400110	4404058	+	3949	973	800	173	1283
Tb11.v5.0843	Tb927_11_bin_v5.1	4408964	4410293	-	1330	555	461	94	1067
Tb11.v5.0844	Tb927_11_bin_v5.1	4411631	4412281	+	651	6	6	0	7
Tb11.v5.0845	Tb927_11_bin_v5.1	4412482	4413693	+	1212	172	148	24	269
Tb11.v5.0846	Tb927_11_bin_v5.1	4414055	4414918	+	864	0	0	0	0
Tb11.v5.0847	Tb927_11_bin_v5.1	4421660	4434749	+	13090	2006	1597	409	4775
Tb11.v5.0848	Tb927_11_bin_v5.1	4432917	4437333	-	4417	1982	1001	981	4087
Tb11.v5.0849	Tb927_11_bin_v5.1	4437432	4439843	-	2412	157	152	5	817
Tb11.v5.0850	Tb927_11_bin_v5.1	4442629	4444185	-	1557	71	67	4	88
Tb11.v5.0851	Tb927_11_bin_v5.1	4445379	4448858	+	3480	50	24	26	53
Tb11.v5.0852	Tb927_11_bin_v5.1	4450392	4456372	-	5981	90	54	36	97
Tb11.v5.0853	Tb927_11_bin_v5.1	4456456	4460478	-	4023	431	341	90	845
Tb11.v5.0854	Tb927_11_bin_v5.1	4461920	4462784	+	865	982	732	250	1963
Tb11.v5.0855	Tb927_11_bin_v5.1	4465437	4467914	+	2478	522	449	73	810
Tb11.v5.0856	Tb927_11_bin_v5.1	4468971	4470137	-	1167	189	133	56	257
Tb11.v5.0857	Tb927_11_bin_v5.1	4470344	4473560	-	3217	293	246	47	415
Tb11.v5.0858	Tb927_11_bin_v5.1	4473748	4478927	-	5180	1426	1295	131	4077
Tb11.v5.0859	Tb927_11_bin_v5.1	4479070	4480534	-	1465	914	730	184	1330
Tb11.v5.0860	Tb927_11_bin_v5.1	4483315	4493018	+	9704	1325	1159	166	3026
Tb11.v5.0861	Tb927_11_bin_v5.1	4493164	4493910	+	747	60	32	28	76
Tb11.v5.0862	Tb927_11_bin_v5.1	4495925	4497466	-	1542	284	215	69	305
Tb11.v5.0863	Tb927_11_bin_v5.1	4500192	4514681	-	14490	1434	1200	234	2759
Tb11.v5.0864	Tb927_11_bin_v5.1	4517461	4521276	+	3816	616	517	99	2618
Tb11.v5.0865	Tb927_11_bin_v5.1	4521799	4522804	+	1006	850	637	213	2159
Tb11.v5.0866	Tb927_11_bin_v5.1	4524831	4526390	-	1560	114	107	7	944
Tb11.v5.0867	Tb927_11_bin_v5.1	4526891	4527985	-	1095	227	213	14	512
Tb11.v5.0868	Tb927_11_bin_v5.1	4528018	4530972	-	2955	2772	2149	623	4813
Tb11.v5.0869	Tb927_11_bin_v5.1	4531884	4535191	+	3308	1721	1342	379	3009
Tb11.v5.0870	Tb927_11_bin_v5.1	4537141	4537920	-	780	63	62	1	359
Tb11.v5.0871	Tb927_11_bin_v5.1	4540342	4541338	+	997	137	114	23	161
Tb11.v5.0872	Tb927_11_bin_v5.1	4541535	4542881	+	1347	550	389	161	1058
Tb11.v5.0873	Tb927_11_bin_v5.1	4546193	4553875	+	7683	445	360	85	1009
Tb11.v5.0874	Tb927_11_bin_v5.1	4553823	4562607	-	8785	4514	3553	961	9002
Tb11.v5.0875	Tb927_11_bin_v5.1	4565014	4567848	-	2835	150	128	22	1470
Tb11.v5.0876	Tb927_11_bin_v5.1	4570058	4578624	+	8567	761	662	99	1724
Tb11.v5.0877	Tb927_11_bin_v5.1	4580447	4581950	+	1504	32	31	1	505
Tb11.v5.0878	Tb927_11_bin_v5.1	4585094	4588083	-	2990	952	720	232	1865
Tb11.v5.0879	Tb927_11_bin_v5.1	4588696	4595865	+	7170	2102	1724	378	5677
Tb11.v5.0880	Tb927_11_bin_v5.1	4596441	4599717	+	3277	735	605	130	3002
Tb11.v5.0881	Tb927_11_bin_v5.1	4598201	4608306	+	10106	3450	2905	545	7428
Tb11.v5.0882	Tb927_11_bin_v5.1	4613355	4617361	+	4007	16202	12381	3821	33066
Tb11.v5.0883	Tb927_11_bin_v5.1	4617551	4618112	+	562	77	55	22	96
Tb11.v5.0884	Tb927_11_bin_v5.1	4618439	4624453	+	6015	2017	1693	324	4380
Tb11.v5.0885	Tb927_11_bin_v5.1	4626703	4629085	+	2383	721	565	156	1261
Tb11.v5.0886	Tb927_11_bin_v5.1	4629067	4632758	-	3692	457	360	97	739
Tb11.v5.0887	Tb927_11_bin_v5.1	4634284	4638617	-	4334	1451	1208	243	5306
Tb11.v5.0888	Tb927_11_bin_v5.1	4638682	4640967	-	2286	655	407	248	2251
Tb11.v5.0889	Tb927_11_bin_v5.1	4640903	4649841	-	8939	2136	1270	866	6123
Tb11.v5.0890	Tb927_11_bin_v5.1	4652921	4653999	-	1079	76	62	14	159
Tb11.v5.0891	Tb927_11_bin_v5.1	4654439	4656045	-	1607	296	256	40	1322
Tb11.v5.0892	Tb927_11_bin_v5.1	4656822	4661712	+	4891	1407	1097	310	2312
Tb11.v5.0893	Tb927_11_bin_v5.1	4662662	4664178	-	1517	557	408	149	2176
Tb11.v5.0894	Tb927_11_bin_v5.1	4670948	4679382	-	8435	1250	990	260	2121
Tb11.v5.0895	Tb927_11_bin_v5.1	4679479	4682749	-	3271	1223	997	226	1885
Tb11.v5.0896	Tb927_11_bin_v5.1	4685458	4687943	-	2486	491	450	41	722
Tb11.v5.0897	Tb927_11_bin_v5.1	4692741	4694585	-	1845	472	413	59	657
Tb11.v5.0898	Tb927_11_bin_v5.1	4695278	4695733	+	456	6	2	4	7
Tb11.v5.0899	Tb927_11_bin_v5.1	4696934	4697434	+	501	49	37	12	3920
Tb11.v5.0900	Tb927_11_bin_v5.1	4698499	4701531	+	3033	1	0	1	1
Tb11.v5.0901	Tb927_11_bin_v5.1	4701847	4702648	+	802	130	85	45	302
Tb11.v5.0902	Tb927_11_bin_v5.1	4705073	4708168	+	3096	668	524	144	1261
Tb11.v5.0903	Tb927_11_bin_v5.1	4709594	4716775	+	7182	3137	2061	1076	5613
Tb11.v5.0904	Tb927_11_bin_v5.1	4716342	4717803	+	1462	81	65	16	207
Tb11.v5.0905	Tb927_11_bin_v5.1	4717929	4719235	+	1307	512	408	104	691
Tb11.v5.0906	Tb927_11_bin_v5.1	4721806	4723311	-	1506	669	618	51	1092
Tb11.v5.0907	Tb927_11_bin_v5.1	4724895	4726352	-	1458	82	79	3	813
Tb11.v5.0908	Tb927_11_bin_v5.1	4728247	4728447	-	201	0	0	0	0
Tb11.v5.0909	Tb927_11_bin_v5.1	4732451	4733197	-	747	48	36	12	188
Tb11.v5.0910	Tb927_11_bin_v5.1	4734708	4736491	-	1784	484	410	74	556
Tb11.v5.0911	Tb927_11_bin_v5.1	4738904	4740043	-	1140	3	3	0	3
Tb11.v5.0912	Tb927_11_bin_v5.1	4743055	4744225	-	1171	479	435	44	1248
Tb11.v5.0913	Tb927_11_bin_v5.1	4745436	4746251	-	816	218	193	25	442
Tb11.v5.0914	Tb927_11_bin_v5.1	4749195	4750640	-	1446	232	196	36	278
Tb11.v5.0915	Tb927_11_bin_v5.1	4753234	4754043	-	810	344	227	117	1102
Tb11.v5.0916	Tb927_11_bin_v5.1	4761309	4762910	-	1602	337	239	98	406
Tb11.v5.0917	Tb927_11_bin_v5.1	4768735	4769127	-	393	0	0	0	0
Tb11.v5.0918	Tb927_11_bin_v5.1	4769226	4772866	-	3641	269	256	13	705
Tb11.v5.0919	Tb927_11_bin_v5.1	4776225	4776857	-	633	6	6	0	7
Tb11.v5.0920	Tb927_11_bin_v5.1	4778389	4779834	-	1446	245	216	29	900
Tb11.v5.0921	Tb927_11_bin_v5.1	4781585	4782124	-	540	13	4	9	13
Tb11.v5.0922	Tb927_11_bin_v5.1	4782500	4783153	-	654	63	48	15	263
Tb11.v5.0923	Tb927_11_bin_v5.1	4786525	4787913	-	1389	299	210	89	1546
Tb11.v5.0924	Tb927_11_bin_v5.1	4789134	4790927	-	1794	144	135	9	249
Tb11.v5.0925	Tb927_11_bin_v5.1	4791743	4792126	-	384	196	189	7	324
Tb11.v5.0926	Tb927_11_bin_v5.1	4794275	4798000	-	3726	1888	1552	336	5111
Tb11.v5.0927	Tb927_11_bin_v5.1	4798131	4800307	-	2177	1130	1017	113	5547
Tb11.v5.0928	Tb927_11_bin_v5.1	4801591	4803979	-	2389	811	583	228	1171
Tb11.v5.0929	Tb927_11_bin_v5.1	4805957	4809470	-	3514	239	230	9	1409
Tb11.v5.0930	Tb927_11_bin_v5.1	4809700	4811681	-	1982	498	453	45	997
Tb11.v5.0931	Tb927_11_bin_v5.1	4814141	4815610	-	1470	531	405	126	662
Tb11.v5.0932	Tb927_11_bin_v5.1	4818874	4820524	-	1651	142	108	34	147
Tb11.v5.0933	Tb927_11_bin_v5.1	4822651	4824024	-	1374	336	294	42	1235
Tb11.v5.0934	Tb927_11_bin_v5.1	4826593	4828344	-	1752	113	78	35	1308
Tb11.v5.0935	Tb927_11_bin_v5.1	4830858	4832048	-	1191	4	0	4	4
Tb11.v5.0936	Tb927_11_bin_v5.1	4833362	4834189	-	828	43	35	8	233
Tb11.v5.0937	Tb927_11_bin_v5.1	4840199	4841631	-	1433	1455	894	561	2485
Tb11.v5.0938	Tb927_11_bin_v5.1	4843077	4844501	-	1425	251	198	53	517
Tb11.v5.0939	Tb927_11_bin_v5.1	4846161	4847741	-	1581	227	127	100	325
Tb11.v5.0940	Tb927_11_bin_v5.1	4848473	4849003	-	531	53	40	13	56
Tb11.v5.0941	Tb927_11_bin_v5.1	4850189	4851660	-	1472	1532	938	594	2621
Tb11.v5.0942	Tb927_11_bin_v5.1	4853067	4854491	-	1425	255	203	52	505
Tb11.v5.0943	Tb927_11_bin_v5.1	4856151	4857152	-	1002	19	9	10	20
Tb11.v5.0944	Tb927_11_bin_v5.1	4861906	4862925	-	1020	57	55	2	410
Tb11.v5.0945	Tb927_11_bin_v5.1	4864397	4866532	-	2136	414	379	35	781
Tb11.v5.0946	Tb927_11_bin_v5.1	4868204	4870226	-	2023	176	170	6	262
Tb11.v5.0947	Tb927_11_bin_v5.1	4872705	4874210	-	1506	87	71	16	115
Tb11.v5.0948	Tb927_11_bin_v5.1	4876315	4877842	-	1528	8	3	5	9
Tb11.v5.0949	Tb927_11_bin_v5.1	4879053	4880159	-	1107	233	148	85	256
Tb11.v5.0950	Tb927_11_bin_v5.1	4881942	4883519	-	1578	42	41	1	60
Tb11.v5.0951	Tb927_11_bin_v5.1	4885860	4886657	-	798	62	59	3	126
Tb11.v5.0952	Tb927_11_bin_v5.1	4888560	4889747	-	1188	22	22	0	226
Tb11.v5.0953	Tb927_11_bin_v5.1	4892201	4893628	-	1428	376	283	93	438
Tb11.v5.0954	Tb927_11_bin_v5.1	4896511	4897092	-	582	0	0	0	0
Tb11.v5.0955	Tb927_11_bin_v5.1	4900379	4906820	-	6442	842	655	187	1369
Tb11.v5.0956	Tb927_11_bin_v5.1	4911696	4912778	-	1083	292	211	81	1141
Tb11.v5.0957	Tb927_11_bin_v5.1	4914042	4915540	-	1499	540	478	62	990
Tb11.v5.0958	Tb927_11_bin_v5.1	4916846	4920292	-	3447	447	368	79	960
Tb11.v5.0959	Tb927_11_bin_v5.1	4921157	4924192	-	3036	1035	884	151	2503
Tb11.v5.0960	Tb927_11_bin_v5.1	4924360	4925830	-	1471	824	732	92	2012
Tb11.v5.0961	Tb927_11_bin_v5.1	4925930	4927551	-	1622	462	408	54	667
Tb11.v5.0962	Tb927_11_bin_v5.1	4928219	4929237	-	1019	656	627	29	1311
Tb11.v5.0963	Tb927_11_bin_v5.1	4929439	4932278	-	2840	245	232	13	989
Tb11.v5.0964	Tb927_11_bin_v5.1	4934620	4937278	-	2659	112	88	24	227
Tb11.v5.0965	Tb927_11_bin_v5.1	4939562	4945977	-	6416	1960	1597	363	3070
Tb11.v5.0966	Tb927_11_bin_v5.1	4946082	4947137	-	1056	139	95	44	147
Tb11.v5.0967	Tb927_11_bin_v5.1	4947038	4948849	-	1812	510	415	95	819
Tb11.v5.0968	Tb927_11_bin_v5.1	4949344	4953262	-	3919	658	468	190	1207
Tb11.v5.0969	Tb927_11_bin_v5.1	4953594	4955035	-	1442	221	205	16	396
Tb11.v5.0970	Tb927_11_bin_v5.1	4955404	4956419	-	1016	81	57	24	155
Tb11.v5.0971	Tb927_11_bin_v5.1	4956932	4961978	-	5047	444	399	45	1997
Tb11.v5.0972	Tb927_11_bin_v5.1	4962123	4963314	-	1192	18	12	6	18
Tb11.v5.0973	Tb927_11_bin_v5.1	4966602	4967327	-	726	14	4	10	14
Tb11.v5.0974	Tb927_11_bin_v5.1	4969470	4971029	-	1560	522	383	139	843
Tb11.v5.0975	Tb927_11_bin_v5.1	4971125	4971715	-	591	88	76	12	142
Tb11.v5.0976	Tb927_11_bin_v5.1	4973463	4974170	-	708	19	19	0	537
Tb11.v5.0977	Tb927_11_bin_v5.1	4977667	4979196	-	1530	170	121	49	188
Tb11.v5.0978	Tb927_11_bin_v5.1	4981585	4982739	-	1155	103	87	16	916
Tb11.v5.0979	Tb927_11_bin_v5.1	4985491	4986537	-	1047	99	89	10	152
Tb11.v5.0980	Tb927_11_bin_v5.1	4994134	4995621	-	1488	142	136	6	482
Tb11.v5.0981	Tb927_11_bin_v5.1	4995902	5004002	-	8101	901	727	174	3367
Tb11.v5.0982	Tb927_11_bin_v5.1	5019961	5020572	+	612	28	23	5	28
Tb11.v5.0983	Tb927_11_bin_v5.1	5020647	5021618	+	972	270	236	34	310
Tb11.1320	Tb927_11_bin_v5.1	5023476	5025452	+	1977	282	244	38	352
Tb11.1330	Tb927_11_bin_v5.1	5025454	5026101	+	648	89	72	17	116
Tb11.1340	Tb927_11_bin_v5.1	5028719	5029504	+	786	95	80	15	98
Tb11.1350	Tb927_11_bin_v5.1	5030687	5031394	+	708	95	81	14	199
Tb11.1360	Tb927_11_bin_v5.1	5031455	5032078	+	624	180	169	11	267
Tb11.v4.0042	Tb927_11_bin_v5.1	5041974	5042516	-	543	172	161	11	215
Tb11.v4.0043	Tb927_11_bin_v5.1	5044384	5045853	-	1470	67	50	17	115
Tb11.v4.0044	Tb927_11_bin_v5.1	5047687	5056664	-	8978	3347	2470	877	6278
Tb11.v5.0984	Tb927_11_bin_v5.1	5057788	5059479	-	1692	458	400	58	608
Tb11.v5.0985	Tb927_11_bin_v5.1	5065789	5070489	+	4701	900	731	169	1982
Tb11.v5.0986	Tb927_11_bin_v5.1	5073052	5080348	-	7297	0	0	0	15
Tb11.v5.0987	Tb927_11_bin_v5.1	5090543	5095492	-	4950	184	138	46	242
Tb11.v5.0988	Tb927_11_bin_v5.1	5095596	5096216	-	621	225	205	20	250
Tb11.v5.0989	Tb927_11_bin_v5.1	5096320	5097000	-	681	216	178	38	264
Tb11.v5.0990	Tb927_11_bin_v5.1	5108052	5115872	-	7821	4004	2903	1101	5748
Tb11.v5.0991	Tb927_11_bin_v5.1	5115801	5118478	-	2678	679	536	143	1051
Tb11.1410	Tb927_11_bin_v5.1	5118594	5121290	-	2697	411	332	79	514
Tb11.1400	Tb927_11_bin_v5.1	5121409	5123748	-	2340	651	534	117	1300
Tb11.1390	Tb927_11_bin_v5.1	5125257	5127128	-	1872	467	342	125	630
Tb11.1380	Tb927_11_bin_v5.1	5129094	5130464	-	1371	14	13	1	101
Tb11.1370	Tb927_11_bin_v5.1	5130596	5134089	-	3494	233	193	40	394
Tb11.v5.1064	Tb927_11_bin_v5.1	5132896	5135186	+	2291	116	84	32	160
Tb11.v5.0992	Tb927_11_bin_v5.1	5135541	5136065	+	525	115	96	19	141
Tb11.v5.0993	Tb927_11_bin_v5.1	5137120	5137749	+	630	89	62	27	107
Tb11.v5.0994	Tb927_11_bin_v5.1	5138812	5139282	+	471	67	53	14	139
Tb11.1430	Tb927_11_bin_v5.1	5144699	5146057	+	1359	311	263	48	638
Tb11.1440	Tb927_11_bin_v5.1	5147968	5148435	+	468	19	14	5	102
Tb11.1450	Tb927_11_bin_v5.1	5150462	5152726	+	2265	518	425	93	1042
Tb11.1780	Tb927_11_bin_v5.1	5158146	5161937	-	3792	1464	1150	314	3023
Tb11.1790	Tb927_11_bin_v5.1	5162851	5164960	-	2110	1055	863	192	3363
Tb11.v5.0995	Tb927_11_bin_v5.1	5168819	5170444	+	1626	58	50	8	420
Tb11.v5.0996	Tb927_11_bin_v5.1	5170760	5173365	+	2606	216	200	16	563
Tb11.v5.0997	Tb927_11_bin_v5.1	5173767	5177645	+	3879	980	592	388	1641
Tb11.v5.0998	Tb927_11_bin_v5.1	5178682	5179901	+	1220	790	494	296	1014
Tb11.v5.0999	Tb927_11_bin_v5.1	5180586	5183779	+	3194	1052	898	154	1758
Tb11.v5.1000	Tb927_11_bin_v5.1	5199257	5205676	+	6420	3114	2448	666	4587
Tb11.v5.1001	Tb927_11_bin_v5.1	5206210	5206503	+	294	97	76	21	103
Tb11.v5.1002	Tb927_11_bin_v5.1	5207129	5207461	+	333	72	58	14	78
Tb11.1540	Tb927_11_bin_v5.1	5207467	5208435	+	969	157	130	27	178
Tb11.v5.1003	Tb927_11_bin_v5.1	5209236	5209703	+	468	137	117	20	222
Tb11.1550	Tb927_11_bin_v5.1	5210091	5210747	+	657	367	328	39	525
Tb11.v5.1004	Tb927_11_bin_v5.1	5210997	5221216	+	10220	17590	14662	2928	30527
Tb11.v5.1005	Tb927_11_bin_v5.1	5222474	5233045	+	10572	4832	3988	844	7634
Tb11.v5.1006	Tb927_11_bin_v5.1	5233972	5235093	+	1122	140	118	22	172
Tb11.v5.1007	Tb927_11_bin_v5.1	5235154	5236233	+	1080	136	123	13	143
Tb11.v5.1008	Tb927_11_bin_v5.1	5272481	5277495	+	5015	1375	1070	305	2710
Tb11.v5.1009	Tb927_11_bin_v5.1	5281459	5282553	+	1095	111	105	6	142
Tb11.v5.1010	Tb927_11_bin_v5.1	5282579	5283898	+	1320	442	361	81	603
Tb11.v5.1011	Tb927_11_bin_v5.1	5284159	5310457	+	26299	5520	4494	1026	8780
Tb11.v5.1012	Tb927_11_bin_v5.1	5313959	5315089	-	1131	275	211	64	308
Tb11.v5.1013	Tb927_11_bin_v5.1	5316374	5318376	+	2003	291	241	50	718
Tb11.v5.1014	Tb927_11_bin_v5.1	5318893	5320404	+	1512	374	285	89	640
Tb11.v5.1015	Tb927_11_bin_v5.1	5323311	5325979	+	2669	1449	1041	408	2372
Tb11.v5.1016	Tb927_11_bin_v5.1	5326872	5331246	+	4375	1874	1456	418	4496
Tb11.v5.1017	Tb927_11_bin_v5.1	5331310	5332512	-	1203	24	17	7	132
Tb11.v5.1018	Tb927_11_bin_v5.1	5333556	5334983	-	1428	553	452	101	1643
Tb11.v5.1019	Tb927_11_bin_v5.1	5337193	5339809	-	2617	43	28	15	422
Tb11.v5.1020	Tb927_11_bin_v5.1	5358477	5360191	-	1715	1830	1388	442	4646
Tb11.v5.1021	Tb927_11_bin_v5.1	5368074	5369598	-	1525	1093	759	334	1795
Tb11.v5.1022	Tb927_11_bin_v5.1	5369739	5375130	-	5392	1155	891	264	2795
Tb11.v5.1023	Tb927_11_bin_v5.1	5378990	5380636	+	1647	589	544	45	2012
Tb11.v5.1024	Tb927_11_bin_v5.1	5382345	5384437	-	2093	2629	1671	958	6096
Tb11.v5.1025	Tb927_11_bin_v5.1	5390455	5401641	-	11187	1694	1372	322	5544
Tb11.01.6241	Tb927_11_bin_v5.1	5410283	5411665	+	1383	147	98	49	193
Tb11.01.6251	Tb927_11_bin_v5.1	5411852	5412974	+	1123	718	577	141	993
Tb11.v5.1026	Tb927_11_bin_v5.1	5414125	5415356	+	1232	1631	1394	237	3357
Tb11.v5.1027	Tb927_11_bin_v5.1	5415476	5416332	+	857	314	243	71	772
Tb11.v5.1028	Tb927_11_bin_v5.1	5416685	5417077	+	393	192	114	78	424
Tb11.v5.1029	Tb927_11_bin_v5.1	5418436	5425096	+	6661	1303	915	388	1787
Tb11.v5.1030	Tb927_11_bin_v5.1	5429456	5430166	-	711	225	143	82	236
Tb11.v5.1031	Tb927_11_bin_v5.1	5430279	5434493	-	4215	1136	805	331	1309
Tb11.v5.1032	Tb927_11_bin_v5.1	5433632	5441896	+	8265	3134	2406	728	6044
Tb11.1620	Tb927_11_bin_v5.1	5456847	5466210	+	9364	25639	18654	6985	41005
Tb11.1610	Tb927_11_bin_v5.1	5468462	5469370	+	909	178	164	14	210
Tb11.v5.1033	Tb927_11_bin_v5.1	5473031	5474371	+	1341	112	105	7	272
Tb11.v5.1034	Tb927_11_bin_v5.1	5476574	5477185	+	612	15	10	5	36
Tb11.v5.1035	Tb927_11_bin_v5.1	5477626	5479808	+	2183	100	77	23	600
Tb11.v5.1036	Tb927_11_bin_v5.1	5479917	5484691	+	4775	913	644	269	1280
Tb11.v5.1037	Tb927_11_bin_v5.1	5484678	5489090	-	4413	1074	878	196	4067
Tb11.v5.1038	Tb927_11_bin_v5.1	5490855	5506605	-	15751	6928	5290	1638	25318
Tb11.v5.1039	Tb927_11_bin_v5.1	5512365	5515218	-	2854	1130	789	341	2526
Tb11.v5.1040	Tb927_11_bin_v5.1	5517465	5519470	+	2006	382	345	37	594
Tb11.v5.1041	Tb927_11_bin_v5.1	5524709	5526171	+	1463	487	230	257	854
Tb11.v5.1042	Tb927_11_bin_v5.1	5529547	5531806	+	2260	168	157	11	328
