# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/13003737.1.all.q/genomes/tb927_3/tb927_3.gtf" "-o" "/tmp/13003737.1.all.q/CM03_D_LG_S3/counts.txt" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam" "/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_F_plus_R.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted_dedup_WO.bam	/tmp/13003737.1.all.q/CM03_D_LG_S3/S3_sorted.bam
Tb927.3.1470	Tb927_03_v5.1	374515	375629	+	1115	342	312	30	2635
Tb927.3.1480	Tb927_03_v5.1	379382	380307	+	926	1	0	1	1
Tb927.3.1490	Tb927_03_v5.1	381448	387810	+	6363	619	590	29	1729
Tb927.3.1500	Tb927_03_v5.1	388094	389227	-	1134	142	67	75	258
Tb927.3.1510	Tb927_03_v5.1	393867	395296	-	1430	456	384	72	4080
Tb927.3.1520	Tb927_03_v5.1	396343	397457	-	1115	324	295	29	2688
Tb927.3.1525	Tb927_03_v5.1	398622	399045	-	424	28	26	2	1063
Tb927.3.1530	Tb927_03_v5.1	399670	401365	-	1696	42	41	1	1518
Tb927.3.1540	Tb927_03_v5.1	401481	403335	-	1855	28	26	2	28
Tb927.3.1550	Tb927_03_v5.1	402771	407043	-	4273	809	489	320	1711
Tb927.3.1560	Tb927_03_v5.1	407164	409440	-	2277	128	120	8	407
Tb927.3.1570	Tb927_03_v5.1	409345	412681	-	3337	2641	1006	1635	11777
Tb927.3.1580	Tb927_03_v5.1	412885	414608	-	1724	24	23	1	685
Tb927.3.1590	Tb927_03_v5.1	415240	417301	-	2062	2873	1747	1126	9571
Tb927.3.1600	Tb927_03_v5.1	417775	418332	-	558	358	275	83	1034
Tb927.3.1610	Tb927_03_v5.1	419800	422046	-	2247	757	655	102	5967
Tb927.3.1620	Tb927_03_v5.1	423166	428105	-	4940	1145	759	386	2772
Tb927.3.1630	Tb927_03_v5.1	428454	433034	-	4581	2049	1568	481	6075
Tb927.3.1640	Tb927_03_v5.1	434405	434896	-	492	0	0	0	0
Tb927.3.1650	Tb927_03_v5.1	435507	436034	-	528	181	179	2	1095
Tb927.3.1660	Tb927_03_v5.1	436051	438731	-	2681	53	51	2	412
Tb927.3.1670	Tb927_03_v5.1	439329	442671	-	3343	4262	2362	1900	14476
Tb927.3.1680	Tb927_03_v5.1	442967	444658	-	1692	415	197	218	598
Tb927.3.1690	Tb927_03_v5.1	445257	446001	-	745	0	0	0	0
Tb927.3.1700	Tb927_03_v5.1	446049	448336	-	2288	479	410	69	1196
Tb927.3.1710	Tb927_03_v5.1	448615	449807	-	1193	1140	839	301	12586
Tb927.3.1720	Tb927_03_v5.1	450752	451873	-	1122	0	0	0	0
Tb927.3.1730	Tb927_03_v5.1	451668	453139	-	1472	2072	1258	814	9612
Tb927.3.1740	Tb927_03_v5.1	453791	456014	-	2224	1	0	1	1
Tb927.3.1750	Tb927_03_v5.1	456208	457114	-	907	1017	495	522	2000
Tb927.3.1760	Tb927_03_v5.1	457291	458329	-	1039	627	556	71	2448
Tb927.3.1770	Tb927_03_v5.1	458765	461733	-	2969	356	279	77	642
Tb927.3.1780	Tb927_03_v5.1	461872	462669	-	798	1	0	1	1
Tb927.3.1790	Tb927_03_v5.1	462844	465285	-	2442	716	462	254	1314
Tb927.3.1800	Tb927_03_v5.1	465205	470148	-	4944	327	314	13	2412
Tb927.3.1810	Tb927_03_v5.1	470285	471813	-	1529	1364	261	1103	1853
Tb927.3.1820	Tb927_03_v5.1	471969	474256	-	2288	3773	823	2950	6404
Tb927.3.1830	Tb927_03_v5.1	474527	476028	-	1502	6	5	1	42
Tb927.3.1840	Tb927_03_v5.1	477766	479137	-	1372	818	453	365	2061
Tb927.3.1850	Tb927_03_v5.1	480261	482206	-	1946	27	25	2	29
Tb927.3.1860	Tb927_03_v5.1	483401	486261	-	2861	1645	1079	566	15132
Tb927.3.1870	Tb927_03_v5.1;Tb927_03_v5.1	486395;486395	487951;488138	-;-	1744	1352	323	1029	1770
Tb927.3.1880	Tb927_03_v5.1	488289	490601	-	2313	989	745	244	3496
Tb927.3.1890	Tb927_03_v5.1	490837	492278	-	1442	292	245	47	762
Tb927.3.1900	Tb927_03_v5.1	493734	496337	-	2604	85	78	7	94
Tb927.3.1891	Tb927_03_v5.1	494224	494301	-	78	0	0	0	0
Tb927.3.1892	Tb927_03_v5.1	494356	494433	-	78	0	0	0	0
Tb927.3.1893	Tb927_03_v5.1	494488	494539	-	52	0	0	0	0
Tb927.3.1894	Tb927_03_v5.1	494596	494673	-	78	0	0	0	0
Tb927.3.1895	Tb927_03_v5.1	494728	494805	-	78	0	0	0	0
Tb927.3.1896	Tb927_03_v5.1	494860	494965	-	106	0	0	0	0
Tb927.3.1905	Tb927_03_v5.1	495034	495139	-	106	0	0	0	0
Tb927.3.1910	Tb927_03_v5.1	497029	503599	-	6571	406	393	13	5097
Tb3.NT.21	Tb927_03_v5.1	503720	504365	-	646	552	399	153	927
Tb927.3.1920	Tb927_03_v5.1	505033	507794	-	2762	640	336	304	1049
Tb927.3.1930	Tb927_03_v5.1	508299	509783	-	1485	4224	1873	2351	8588
Tb927.3.1940	Tb927_03_v5.1	510641	511970	-	1330	1425	622	803	3136
Tb927.3.1955	Tb927_03_v5.1	513487	514034	-	548	18	6	12	18
Tb927.3.1960	Tb927_03_v5.1	514271	515762	-	1492	1233	546	687	2657
Tb927.3.1970	Tb927_03_v5.1	516166	517317	-	1152	333	188	145	557
Tb927.3.1980	Tb927_03_v5.1	517473	518492	-	1020	389	331	58	1200
Tb927.3.1990	Tb927_03_v5.1	518617	520892	-	2276	108	102	6	5766
Tb927.3.2000	Tb927_03_v5.1	521498	522203	-	706	0	0	0	0
Tb927.3.2010	Tb927_03_v5.1	522343	524255	-	1913	415	396	19	1271
Tb927.3.2020	Tb927_03_v5.1	524836	527296	-	2461	914	704	210	3051
Tb927.3.2030	Tb927_03_v5.1;Tb927_03_v5.1	527456;527456	528163;528219	-;-	764	1040	531	509	2208
Tb927.3.2040	Tb927_03_v5.1	528394	532752	-	4359	1187	375	812	1599
Tb927.3.2050	Tb927_03_v5.1	534065	539224	-	5160	5318	2704	2614	16148
Tb927.3.2060	Tb927_03_v5.1	539717	542646	-	2930	1459	1002	457	3914
Tb927.3.2070	Tb927_03_v5.1	542793	547521	-	4729	2888	1271	1617	6828
Tb927.3.2080	Tb927_03_v5.1	548257	549166	-	910	3978	1316	2662	7421
Tb927.3.2090	Tb927_03_v5.1	549317	551930	-	2614	392	198	194	552
Tb927.3.2100	Tb927_03_v5.1	552061	554173	-	2113	194	148	46	300
Tb927.3.2110	Tb927_03_v5.1	556358	557917	-	1560	1545	547	998	3525
Tb927.3.2120	Tb927_03_v5.1	558218	560058	-	1841	53	52	1	905
Tb927.3.2130	Tb927_03_v5.1	560389	562683	-	2295	549	438	111	2966
Tb927.3.2140	Tb927_03_v5.1	563309	566371	-	3063	158	155	3	1495
Tb927.3.2150	Tb927_03_v5.1	566516	567960	-	1445	581	471	110	2805
Tb927.3.2160	Tb927_03_v5.1	568114	569864	-	1751	1070	370	700	1980
Tb927.3.2170	Tb927_03_v5.1	570057	572987	-	2931	2320	1185	1135	7946
Tb927.3.2180	Tb927_03_v5.1	573104	574120	-	1017	1082	577	505	3408
Tb927.3.2190	Tb927_03_v5.1	574254	575227	-	974	386	351	35	1030
Tb927.3.2200	Tb927_03_v5.1	575334	576611	-	1278	1	1	0	1
Tb927.3.2210	Tb927_03_v5.1	576772	579140	-	2369	1181	318	863	2344
Tb927.3.2220	Tb927_03_v5.1	579399	580100	-	702	635	354	281	2254
Tb927.3.2230	Tb927_03_v5.1	580289	581871	-	1583	220	205	15	368
Tb927.3.2240	Tb927_03_v5.1	582246	583460	-	1215	0	0	0	0
Tb927.3.2250	Tb927_03_v5.1	583537	584518	-	982	0	0	0	0
Tb927.3.2260	Tb927_03_v5.1	584662	585419	-	758	599	177	422	693
Tb927.3.2270	Tb927_03_v5.1	587853	589227	+	1375	2223	476	1747	2914
Tb927.3.2280	Tb927_03_v5.1	589430	591236	+	1807	11	11	0	389
Tb927.3.2290	Tb927_03_v5.1	591399	592520	+	1122	104	104	0	2617
Tb927.3.2300	Tb927_03_v5.1	592641	593317	+	677	0	0	0	0
Tb927.3.2310	Tb927_03_v5.1	593403	594691	+	1289	7	4	3	13
Tb927.3.2320	Tb927_03_v5.1	594894	597350	+	2457	373	317	56	1758
Tb927.3.2330	Tb927_03_v5.1	596450	599660	+	3211	3305	1285	2020	5877
Tb927.3.2340	Tb927_03_v5.1	599796	600844	+	1049	777	595	182	2393
Tb927.3.2350	Tb927_03_v5.1	601303	601909	+	607	309	181	128	497
Tb927.3.2360	Tb927_03_v5.1	602053	603548	+	1496	498	331	167	2028
Tb927.3.2370	Tb927_03_v5.1	603846	604470	+	625	1031	655	376	6431
Tb927.3.2380	Tb927_03_v5.1	604751	605127	+	377	177	167	10	596
Tb927.3.2390	Tb927_03_v5.1	605441	606956	+	1516	636	337	299	3706
Tb927.3.2400	Tb927_03_v5.1	607231	608488	+	1258	1093	479	614	2616
Tb927.3.2410	Tb927_03_v5.1	608640	609693	+	1054	1275	701	574	2721
Tb927.3.2420	Tb927_03_v5.1	610034	610492	+	459	0	0	0	0
Tb927.3.2430	Tb927_03_v5.1	610796	614054	+	3259	1	0	1	1
Tb927.3.2440	Tb927_03_v5.1	614177	615758	+	1582	108	108	0	543
Tb927.3.2450	Tb927_03_v5.1	616321	617490	+	1170	1	1	0	1
Tb927.3.2460	Tb927_03_v5.1	617728	619316	+	1589	962	614	348	3394
Tb927.3.2470	Tb927_03_v5.1	619537	622242	+	2706	360	349	11	1668
Tb927.3.2475	Tb927_03_v5.1	622107	623480	+	1374	129	127	2	271
Tb927.3.2477	Tb927_03_v5.1	623714	625006	+	1293	303	281	22	1204
Tb927.3.2480	Tb927_03_v5.1	625117	626269	+	1153	1	0	1	1
Tb927.3.2490	Tb927_03_v5.1	626390	629765	+	3376	3188	1972	1216	9513
Tb927.3.2500	Tb927_03_v5.1	629822	632433	-	2612	2683	1692	991	7700
Tb927.3.2510	Tb927_03_v5.1;Tb927_03_v5.1	632832;632832	633916;634215	-;-	1384	2500	1122	1378	4083
Tb927.3.2520	Tb927_03_v5.1	635419	636395	-	977	0	0	0	0
Tb927.3.2530	Tb927_03_v5.1	636520	637494	-	975	10	10	0	11
Tb927.3.2540	Tb927_03_v5.1;Tb927_03_v5.1	637733;637733	638852;640294	-;-	2562	974	584	390	4802
Tb927.3.2550	Tb927_03_v5.1	639421	641589	-	2169	252	235	17	601
Tb927.3.2560	Tb927_03_v5.1	642421	643103	-	683	277	206	71	453
Tb927.3.2570	Tb927_03_v5.1	643935	644836	-	902	590	510	80	1822
Tb927.3.2580	Tb927_03_v5.1	645449	646133	-	685	42	32	10	44
Tb927.3.2590	Tb927_03_v5.1	647032	651938	-	4907	1696	1074	622	7976
Tb927.3.2600	Tb927_03_v5.1	652232	659249	-	7018	1639	1111	528	5629
Tb927.3.2610	Tb927_03_v5.1	659361	662313	-	2953	2329	640	1689	3224
Tb927.3.2620	Tb927_03_v5.1;Tb927_03_v5.1	662470;662470	668733;669988	-;-	7519	944	752	192	3159
Tb927.3.2630	Tb927_03_v5.1	669277	672597	-	3321	1430	712	718	6408
Tb927.3.2640	Tb927_03_v5.1	673016	674173	-	1158	942	292	650	3219
Tb927.3.2650	Tb927_03_v5.1	674328	674967	-	640	1660	1290	370	11656
Tb927.3.2660	Tb927_03_v5.1	675093	677416	-	2324	942	785	157	3658
Tb927.3.2670	Tb927_03_v5.1	677574	678718	-	1145	1	1	0	1
Tb927.3.2680	Tb927_03_v5.1	678839	680865	-	2027	902	268	634	1401
Tb927.3.2690	Tb927_03_v5.1	682253	686686	-	4434	365	345	20	1727
Tb927.3.2700	Tb927_03_v5.1	687015	688420	-	1406	298	290	8	1482
Tb927.3.2710	Tb927_03_v5.1	688583	693116	-	4534	4194	2257	1937	12743
Tb927.3.2720	Tb927_03_v5.1	693525	695303	-	1779	273	247	26	783
Tb927.3.2730	Tb927_03_v5.1	695723	701068	-	5346	2626	1806	820	11719
Tb927.3.2740	Tb927_03_v5.1	701310	702850	-	1541	537	188	349	805
Tb927.3.2750	Tb927_03_v5.1	702954	706131	-	3178	7	5	2	81
Tb927.3.2760	Tb927_03_v5.1	706555	711329	-	4775	2058	1124	934	9215
Tb927.3.2770	Tb927_03_v5.1;Tb927_03_v5.1	711457;711457	715336;715363	-;-	3907	1974	701	1273	4809
Tb927.3.2780	Tb927_03_v5.1	716118	719483	-	3366	1120	898	222	7446
Tb927.3.2790	Tb927_03_v5.1	720110	723646	-	3537	79	77	2	817
Tb927.3.2800	Tb927_03_v5.1	724157	726207	-	2051	402	390	12	1814
Tb927.3.2810	Tb927_03_v5.1	726539	731670	-	5132	484	356	128	996
Tb927.3.2820	Tb927_03_v5.1	731793	733873	-	2081	5	5	0	173
Tb927.3.2830	Tb927_03_v5.1	734301	735634	-	1334	6	5	1	6
Tb927.3.2840	Tb927_03_v5.1	735570	736861	-	1292	502	185	317	682
Tb927.3.2850	Tb927_03_v5.1	737199	737818	-	620	2350	730	1620	3105
Tb927.3.2860	Tb927_03_v5.1	738680	739591	-	912	0	0	0	0
Tb927.3.2870	Tb927_03_v5.1	739808	742549	-	2742	1826	1085	741	5726
Tb927.3.2880	Tb927_03_v5.1	742652	743803	-	1152	119	114	5	205
Tb927.3.2890	Tb927_03_v5.1	744287	745481	-	1195	1585	559	1026	3542
Tb927.3.2900	Tb927_03_v5.1	746517	748191	-	1675	149	72	77	1215
Tb927.3.2910	Tb927_03_v5.1	749404	749959	-	556	1003	591	412	4689
Tb927.3.2920	Tb927_03_v5.1	750359	751943	-	1585	46	45	1	1150
Tb927.3.2930	Tb927_03_v5.1	752088	757611	-	5524	918	637	281	1231
Tb927.3.2940	Tb927_03_v5.1	758043	759665	-	1623	1099	1011	88	9974
Tb927.3.2950	Tb927_03_v5.1	759963	762893	-	2931	1125	1057	68	4814
Tb927.3.2960	Tb927_03_v5.1	763029	764745	-	1717	2673	1130	1543	4939
Tb927.3.2970	Tb927_03_v5.1	764902	765733	-	832	269	254	15	616
Tb927.3.2980	Tb927_03_v5.1	766071	767369	-	1299	1149	615	534	3921
Tb927.3.2990	Tb927_03_v5.1	767566	768485	-	920	1	0	1	1
Tb927.3.3000	Tb927_03_v5.1	769018	771460	-	2443	34	33	1	1422
Tb927.3.3010	Tb927_03_v5.1	771611	772205	-	595	1825	346	1479	3031
Tb927.3.3020	Tb927_03_v5.1	772495	773519	-	1025	1045	596	449	2808
Tb927.3.3030	Tb927_03_v5.1	774516	775881	-	1366	1	1	0	1
Tb927.3.3040	Tb927_03_v5.1	776681	778415	-	1735	22	22	0	30
Tb927.3.3050	Tb927_03_v5.1	778577	781798	-	3222	1238	878	360	6323
Tb927.3.3060	Tb927_03_v5.1	784857	785818	-	962	639	174	465	735
Tb927.3.3070	Tb927_03_v5.1	787225	790021	-	2797	1961	713	1248	3949
Tb927.3.3080	Tb927_03_v5.1	790168	792153	-	1986	1555	378	1177	4170
Tb927.3.3090	Tb927_03_v5.1	792279	795364	-	3086	31	28	3	711
Tb927.3.3100	Tb927_03_v5.1	795477	796466	-	990	228	218	10	549
Tb927.3.3110	Tb927_03_v5.1	796976	800259	-	3284	46	39	7	337
Tb927.3.3120	Tb927_03_v5.1	800708	802148	-	1441	38	38	0	404
Tb927.3.3130	Tb927_03_v5.1	803152	808398	-	5247	1403	1253	150	12788
Tb927.3.3140	Tb927_03_v5.1	809043	809555	-	513	781	645	136	2671
Tb927.3.3150	Tb927_03_v5.1	809741	812147	-	2407	2340	581	1759	3053
Tb927.3.3160	Tb927_03_v5.1	812625	815337	-	2713	111	110	1	2697
Tb927.3.3170	Tb927_03_v5.1	815548	817930	-	2383	701	615	86	3480
Tb927.3.3180	Tb927_03_v5.1	818056	821694	-	3639	664	453	211	1497
Tb927.3.3190	Tb927_03_v5.1	823161	824826	-	1666	4258	1463	2795	10110
Tb3.NT.36	Tb927_03_v5.1	824942	825674	-	733	249	201	48	1121
Tb927.3.3200	Tb927_03_v5.1	825970	828146	-	2177	1908	1085	823	16299
Tb927.3.3210	Tb927_03_v5.1	828264	829704	-	1441	636	195	441	892
Tb927.3.3220	Tb927_03_v5.1	830050	832906	-	2857	913	818	95	6897
Tb927.3.3230	Tb927_03_v5.1	833221	835110	-	1890	776	368	408	1417
Tb927.3.3240	Tb927_03_v5.1	835295	836022	-	728	1344	632	712	2656
Tb927.3.3250	Tb927_03_v5.1	836182	837388	-	1207	818	0	818	848
Tb927.3.3260	Tb927_03_v5.1	837518	838713	-	1196	20	20	0	272
Tb927.3.3270	Tb927_03_v5.1	839799	842347	-	2549	289	270	19	1401
Tb927.3.3280	Tb927_03_v5.1	843271	844991	-	1721	2047	936	1111	3794
Tb927.3.3290	Tb927_03_v5.1	845116	847097	-	1982	2133	1431	702	6573
Tb927.3.3300	Tb927_03_v5.1	848039	850671	-	2633	19	18	1	661
Tb927.3.3310	Tb927_03_v5.1	850858	851567	-	710	1	0	1	1
Tb927.3.3320	Tb927_03_v5.1	851677	852476	-	800	1	0	1	1
Tb927.3.3330	Tb927_03_v5.1	852931	853633	-	703	131	120	11	205
Tb927.3.3340	Tb927_03_v5.1	853569	857434	-	3866	7417	2936	4481	17413
Tb927.3.3350	Tb927_03_v5.1	858697	860263	-	1567	3123	1245	1878	6346
Tb927.3.3360	Tb927_03_v5.1	860667	862112	-	1446	3685	509	3176	5480
Tb927.3.3370	Tb927_03_v5.1	862326	863614	-	1289	1942	996	946	5024
Tb927.3.3380	Tb927_03_v5.1	865111	866246	-	1136	1660	832	828	5034
Tb927.3.3390	Tb927_03_v5.1	866425	868417	-	1993	988	643	345	2368
Tb927.3.3400	Tb927_03_v5.1	868667	870429	-	1763	1282	627	655	2438
Tb927.3.3410	Tb927_03_v5.1	870987	872540	-	1554	933	569	364	2844
Tb927.3.3420	Tb927_03_v5.1	895831	900971	-	5141	2081	1473	608	4825
Tb927.3.3421	Tb927_03_v5.1	902861	905111	+	2251	8228	6257	1971	11838
Tb927.3.3422	Tb927_03_v5.1	905452	905623	+	172	485	247	238	629
Tb927.3.3423	Tb927_03_v5.1	906206	908032	+	1827	2542	1938	604	3410
Tb927.3.3424	Tb927_03_v5.1	908228	908442	+	215	518	234	284	627
Tb927.3.3425	Tb927_03_v5.1	908519	910003	+	1485	2713	1898	815	3547
Tb927.3.3426	Tb927_03_v5.1	910141	910323	+	183	38	12	26	49
Tb927.3.3427	Tb927_03_v5.1	910655	910732	+	78	138	97	41	170
Tb927.3.3428	Tb927_03_v5.1	911053	911188	+	136	185	132	53	538
Tb927.3.3429	Tb927_03_v5.1	921223	923473	+	2251	8342	6263	2079	11942
Tb927.3.3431	Tb927_03_v5.1	923814	923985	+	172	479	272	207	671
Tb927.3.3432	Tb927_03_v5.1	924568	926394	+	1827	2441	1797	644	3274
Tb927.3.3433	Tb927_03_v5.1	926590	926804	+	215	510	218	292	641
Tb927.3.3434	Tb927_03_v5.1	926881	928365	+	1485	2817	1971	846	3731
Tb927.3.3435	Tb927_03_v5.1	928503	928685	+	183	77	32	45	89
Tb927.3.3436	Tb927_03_v5.1	929008	929085	+	78	121	104	17	156
Tb927.3.3437	Tb927_03_v5.1	929408	929543	+	136	193	145	48	618
Tb927.3.3438	Tb927_03_v5.1	939578	941828	+	2251	8219	6228	1991	11736
Tb927.3.3439	Tb927_03_v5.1	942169	942340	+	172	427	212	215	590
Tb927.3.3441	Tb927_03_v5.1	942923	944749	+	1827	2549	1945	604	3397
Tb927.3.3442	Tb927_03_v5.1	944945	945159	+	215	539	231	308	654
Tb927.3.3443	Tb927_03_v5.1	945236	946720	+	1485	2849	1947	902	3750
Tb927.3.3444	Tb927_03_v5.1	946858	947040	+	183	71	28	43	84
Tb927.3.3445	Tb927_03_v5.1	947368	947445	+	78	115	89	26	135
Tb927.3.3446	Tb927_03_v5.1	947768	947903	+	136	187	139	48	623
Tb927.3.3447	Tb927_03_v5.1	957940	960190	+	2251	7677	5758	1919	10236
Tb927.3.3448	Tb927_03_v5.1	960539	960710	+	172	494	298	196	675
Tb927.3.3449	Tb927_03_v5.1	961295	963123	+	1829	2500	1830	670	3262
Tb927.3.3451	Tb927_03_v5.1	963319	963533	+	215	493	253	240	607
Tb927.3.3452	Tb927_03_v5.1	963610	965094	+	1485	2775	1934	841	3906
Tb927.3.3453	Tb927_03_v5.1	965232	965414	+	183	51	26	25	56
Tb927.3.3454	Tb927_03_v5.1	965735	965812	+	78	136	94	42	191
Tb927.3.3455	Tb927_03_v5.1	966132	966267	+	136	200	140	60	613
Tb927.3.3430	Tb927_03_v5.1	967381	972686	-	5306	3471	2608	863	6057
Tb927.3.3440	Tb927_03_v5.1	977882	979380	+	1499	52	50	2	854
Tb927.3.3450	Tb927_03_v5.1	979492	980186	+	695	0	0	0	0
Tb927.3.3460	Tb927_03_v5.1	980289	982444	+	2156	1020	555	465	3154
Tb927.3.3470	Tb927_03_v5.1	982571	983178	+	608	19	19	0	490
Tb927.3.3480	Tb927_03_v5.1	983630	985284	+	1655	226	224	2	2252
Tb927.3.3490	Tb927_03_v5.1	985461	986436	+	976	0	0	0	0
Tb927.3.3500	Tb927_03_v5.1	987656	988804	+	1149	2	0	2	2
Tb927.3.3510	Tb927_03_v5.1	989171	990675	+	1505	3	2	1	40
Tb927.3.3520	Tb927_03_v5.1	991295	992641	+	1347	190	183	7	959
Tb927.3.3530	Tb927_03_v5.1	993417	994611	+	1195	1182	912	270	5400
Tb927.3.3540	Tb927_03_v5.1	994961	996689	+	1729	0	0	0	0
Tb927.3.3550	Tb927_03_v5.1	996840	1001694	+	4855	655	208	447	2631
Tb927.3.3560	Tb927_03_v5.1	1001620	1005130	+	3511	2231	1119	1112	5070
Tb927.3.3570	Tb927_03_v5.1	1005367	1005898	+	532	29	27	2	1197
Tb927.3.3580	Tb927_03_v5.1	1006267	1009763	+	3497	2079	864	1215	3868
Tb927.3.3590	Tb927_03_v5.1	1009870	1012640	+	2771	3	2	1	3
Tb927.3.3600	Tb927_03_v5.1	1012767	1014478	+	1712	3	1	2	3
Tb927.3.3610	Tb927_03_v5.1	1014647	1015931	+	1285	442	395	47	1340
Tb927.3.3620	Tb927_03_v5.1	1016602	1018084	+	1483	72	70	2	1682
Tb927.3.3630	Tb927_03_v5.1	1018237	1019582	+	1346	0	0	0	0
Tb927.3.3640	Tb927_03_v5.1	1020031	1022710	+	2680	1	1	0	13
Tb927.3.3650	Tb927_03_v5.1	1022870	1024569	+	1700	375	332	43	1723
Tb927.3.3660	Tb927_03_v5.1	1025461	1026953	+	1493	574	404	170	1755
Tb927.3.3670	Tb927_03_v5.1	1027081	1029265	+	2185	1035	543	492	2776
Tb927.3.3680	Tb927_03_v5.1	1029417	1030389	+	973	4	3	1	23
Tb927.3.3690	Tb927_03_v5.1	1030530	1032991	+	2462	4	4	0	34
Tb927.3.3700	Tb927_03_v5.1	1033145	1033898	+	754	0	0	0	0
Tb927.3.3710	Tb927_03_v5.1	1034037	1034901	+	865	1	0	1	1
Tb927.3.3720	Tb927_03_v5.1	1035054	1035634	+	581	0	0	0	0
Tb927.3.3730	Tb927_03_v5.1	1036205	1043888	+	7684	5662	3621	2041	20537
Tb927.3.3740	Tb927_03_v5.1	1044045	1047503	+	3459	7682	3727	3955	29733
Tb927.3.3750	Tb927_03_v5.1	1047416	1048145	+	730	1	1	0	1
Tb927.3.3760	Tb927_03_v5.1	1050397	1050898	+	502	931	823	108	3120
Tb927.3.3770	Tb927_03_v5.1	1051496	1053378	+	1883	1965	997	968	7923
Tb927.3.3780	Tb927_03_v5.1	1053516	1054471	+	956	715	597	118	1860
Tb927.3.3790	Tb927_03_v5.1	1054615	1055847	+	1233	725	547	178	2380
Tb927.3.3800	Tb927_03_v5.1;Tb927_03_v5.1	1055982;1056047	1059074;1059074	+;+	3093	3364	1437	1927	13215
Tb927.3.3810	Tb927_03_v5.1	1059287	1060571	+	1285	1	1	0	1
Tb927.3.3820	Tb927_03_v5.1	1061167	1062587	+	1421	189	103	86	4191
Tb927.3.3830	Tb927_03_v5.1	1063424	1064870	+	1447	1854	810	1044	4253
Tb927.3.3840	Tb927_03_v5.1	1065041	1066255	+	1215	635	390	245	1021
Tb927.3.3850	Tb927_03_v5.1	1066388	1070719	+	4332	6035	1641	4394	14016
Tb927.3.3860	Tb927_03_v5.1	1071418	1075572	+	4155	1186	683	503	2535
Tb927.3.3870	Tb927_03_v5.1	1075942	1079769	+	3828	763	717	46	7260
Tb927.3.3880	Tb927_03_v5.1	1080706	1081663	+	958	627	235	392	1048
Tb927.3.3890	Tb927_03_v5.1	1081904	1082956	+	1053	633	236	397	1022
Tb927.3.3900	Tb927_03_v5.1	1083950	1085884	+	1935	126	125	1	5127
Tb927.3.3910	Tb927_03_v5.1	1088042	1089199	+	1158	0	0	0	0
Tb927.3.3920	Tb927_03_v5.1	1089611	1091821	+	2211	68	67	1	1190
Tb927.3.3930	Tb927_03_v5.1	1091925	1096021	+	4097	934	534	400	2234
Tb927.3.3940	Tb927_03_v5.1	1096380	1107530	+	11151	1583	947	636	4499
Tb927.3.3950	Tb927_03_v5.1	1107175	1109585	+	2411	15	13	2	143
Tb927.3.3960	Tb927_03_v5.1	1110200	1113671	+	3472	214	187	27	767
Tb927.3.3970	Tb927_03_v5.1	1113957	1115248	+	1292	1332	710	622	2180
Tb927.3.3980	Tb927_03_v5.1	1116504	1118163	+	1660	641	503	138	2958
Tb927.3.3990	Tb927_03_v5.1	1119170	1120510	+	1341	166	165	1	292
Tb927.3.4000	Tb927_03_v5.1	1121011	1121645	+	635	657	2	655	664
Tb927.3.4005	Tb927_03_v5.1	1123626	1123844	+	219	9	9	0	198
Tb927.3.4010	Tb927_03_v5.1	1124707	1126831	-	2125	311	304	7	1677
Tb927.3.4020	Tb927_03_v5.1	1127210	1134341	-	7132	3677	2056	1621	12416
Tb927.3.4030	Tb927_03_v5.1	1135385	1139035	-	3651	3038	1646	1392	8139
Tb927.3.4040	Tb927_03_v5.1	1139215	1142352	-	3138	2239	1307	932	7963
Tb927.3.4050	Tb927_03_v5.1	1142546	1143211	-	666	397	312	85	1809
Tb927.3.4060	Tb927_03_v5.1	1143388	1147796	-	4409	312	289	23	2747
Tb927.3.4070	Tb927_03_v5.1	1147941	1150117	-	2177	438	332	106	3364
Tb927.3.4080	Tb927_03_v5.1	1150361	1152378	-	2018	581	439	142	2844
Tb927.3.4090	Tb927_03_v5.1	1152523	1154714	-	2192	1329	704	625	3589
Tb927.3.4100	Tb927_03_v5.1	1154859	1157033	-	2175	224	192	32	933
Tb927.3.4110	Tb927_03_v5.1	1157178	1159419	-	2242	164	40	124	389
Tb927.3.4120	Tb927_03_v5.1	1160791	1162845	-	2055	264	229	35	1169
Tb927.3.4130	Tb927_03_v5.1	1163095	1164175	-	1081	381	254	127	1161
Tb927.3.4140	Tb927_03_v5.1	1164343	1166113	-	1771	212	211	1	640
Tb927.3.4150	Tb927_03_v5.1	1167017	1168422	-	1406	1	0	1	1
Tb927.3.4160	Tb927_03_v5.1	1169750	1171171	-	1422	976	673	303	2929
